settlementNameHeb,neighborhood,streetNameHeb,houseNum,dealAmount,assetArea,assetRoomNum,floor_num,deal_year,deal_month,X,Y,E,N,socio_index_avg,socio_rank_avg
בת ים,רמת הנשיא,"כ""ט בנובמבר",30.0,1370000,66,3.0,3.0,2018,12,177150.54,657401.35,34.756692,32.008976,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",26.0,2320000,126,5.0,9.0,2018,12,177068.7,657420.43,34.755825,32.009145,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",24.0,1319000,60,3.0,3.0,2018,11,176938.88,657466.88,34.754449,32.009559,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",32.0,1192000,67,3.0,3.0,2018,11,177187.5,657358.83,34.757085,32.008594,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",31.0,1515000,78,4.0,1.0,2018,11,177304.77,657429.54,34.758323,32.009236,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",12.0,1333300,71,3.0,1.0,2018,10,176845.05,657533.69,34.753453,32.010158,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",41.0,1400000,87,3.0,1.0,2018,10,177476.94,657387.69,34.760147,32.008865,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",38.0,624000,64,3.0,4.0,2018,8,177315.18,657364.85,34.758436,32.008653,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",29.0,825000,82,4.5,3.0,2018,8,177168.84,657461.04,34.756883,32.009515,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",29.0,1670000,102,4.0,1.0,2018,8,177168.84,657461.04,34.756883,32.009515,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",12.0,1235000,67,3.0,4.0,2018,6,176845.05,657533.69,34.753453,32.010158,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",34.0,1440000,79,3.0,1.0,2018,6,177227.93,657378.96,34.757512,32.008777,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",24.0,1350000,60,3.0,3.0,2018,6,176938.88,657466.88,34.754449,32.009559,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",32.0,1295000,66,2.5,1.0,2018,4,177187.5,657358.83,34.757085,32.008594,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",31.0,1500000,70,3.0,3.0,2018,3,177304.77,657429.54,34.758323,32.009236,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",33.0,1640000,77,4.0,3.0,2018,3,177341.96,657420.85,34.758717,32.009159,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",19.0,1390000,70,3.0,3.0,2018,3,176980.27,657536.01,34.754884,32.010184,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",50.0,210000,74,3.0,3.0,2018,3,177520.72,657303.23,34.760614,32.008105,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",50.0,238000,74,3.0,3.0,2018,2,177520.72,657303.23,34.760614,32.008105,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",34.0,1500000,78,3.0,6.0,2018,1,177227.93,657378.96,34.757512,32.008777,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",13.0,1270000,74,3.0,3.0,2018,1,176835.17,657633.76,34.753344,32.01106,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",15.0,1320000,67,3.0,1.0,2018,1,176912.06,657584.2,34.75416,32.010616,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",32.0,1220000,71,3.0,4.0,2017,12,177187.5,657358.83,34.757085,32.008594,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",19.0,1250000,67,3.0,3.0,2017,11,176980.27,657536.01,34.754884,32.010184,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",13.0,1520000,71,3.5,3.0,2017,10,176835.17,657633.76,34.753344,32.01106,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",48.0,899000,66,3.0,1.0,2017,8,177467.39,657294.03,34.76005,32.00802,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",38.0,1200000,66,3.0,4.0,2017,7,177315.18,657364.85,34.758436,32.008653,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",6.0,1034000,75,3.0,3.0,2017,7,176728.59,657611.69,34.752217,32.010857,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",38.0,1130000,66,3.0,1.0,2017,5,177315.18,657364.85,34.758436,32.008653,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",32.0,1330000,67,3.0,3.0,2017,5,177187.5,657358.83,34.757085,32.008594,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",18.0,1280000,60,3.0,3.0,2017,3,176900.16,657493.32,34.754038,32.009796,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",32.0,1280000,66,3.0,3.0,2017,3,177187.5,657358.83,34.757085,32.008594,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",13.0,1399000,63,3.0,7.0,2017,3,176835.17,657633.76,34.753344,32.01106,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",40.0,1297000,66,3.0,3.0,2017,3,177315.18,657364.85,34.758436,32.008653,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",34.0,600000,73,3.0,3.0,2017,2,177227.93,657378.96,34.757512,32.008777,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",15.0,1299000,54,3.0,1.0,2017,2,176912.06,657584.2,34.75416,32.010616,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",25.0,1748000,73,4.0,6.0,2017,2,177077.73,657477.83,34.755918,32.009663,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",17.0,1500000,73,4.0,3.0,2017,2,176934.8,657553.94,34.754402,32.010344,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",19.0,1300000,53,3.0,1.0,2017,2,176980.27,657536.01,34.754884,32.010184,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",25.0,1232000,85,4.0,3.0,2016,12,177077.73,657477.83,34.755918,32.009663,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",28.0,1165000,66,3.0,1.0,2016,12,177108.36,657369.25,34.756247,32.008685,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",23.0,1337000,53,3.0,1.0,2016,12,177054.99,657509.53,34.755676,32.009948,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",34.0,1328000,73,3.0,5.0,2016,11,177227.93,657378.96,34.757512,32.008777,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",18.0,1190000,60,3.0,3.0,2016,11,176900.16,657493.32,34.754038,32.009796,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",23.0,1265000,66,3.0,3.0,2016,10,177054.99,657509.53,34.755676,32.009948,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",30.0,1100000,66,3.0,4.0,2016,10,177150.54,657401.35,34.756692,32.008976,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",40.0,1200000,66,3.5,3.0,2016,9,177315.18,657364.85,34.758436,32.008653,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",13.0,1450000,71,3.0,8.0,2016,8,176835.17,657633.76,34.753344,32.01106,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",46.0,1205000,67,3.0,3.0,2016,8,177431.47,657336.42,34.759668,32.008401,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",40.0,1180000,66,2.5,1.0,2016,7,177315.18,657364.85,34.758436,32.008653,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",40.0,1310000,66,3.0,1.0,2016,7,177315.18,657364.85,34.758436,32.008653,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",23.0,1244000,53,3.0,3.0,2016,6,177054.99,657509.53,34.755676,32.009948,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",15.0,1100000,53,3.5,4.0,2016,6,176912.06,657584.2,34.75416,32.010616,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",40.0,1240000,67,3.0,1.0,2016,6,177315.18,657364.85,34.758436,32.008653,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",41.0,1200000,87,3.0,3.0,2016,5,177476.94,657387.69,34.760147,32.008865,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",33.0,1549000,77,4.0,3.0,2016,4,177341.96,657420.85,34.758717,32.009159,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",33.0,1150000,68,3.0,6.0,2016,3,177341.96,657420.85,34.758717,32.009159,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",33.0,1230000,77,3.5,1.0,2016,3,177341.96,657420.85,34.758717,32.009159,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",26.0,1745000,104,5.0,8.0,2016,2,177068.7,657420.43,34.755825,32.009145,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",24.0,864000,61,3.0,4.0,2016,1,176938.88,657466.88,34.754449,32.009559,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",13.0,1269000,63,3.0,7.0,2015,12,176835.17,657633.76,34.753344,32.01106,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",38.0,974000,67,3.0,1.0,2015,10,177315.18,657364.85,34.758436,32.008653,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",17.0,599000,74,4.0,5.0,2015,10,176934.8,657553.94,34.754402,32.010344,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",13.0,1200000,71,4.0,4.0,2015,10,176835.17,657633.76,34.753344,32.01106,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",28.0,950000,67,3.0,1.0,2015,9,177108.36,657369.25,34.756247,32.008685,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",26.0,1580000,98,4.0,12.0,2015,8,177068.7,657420.43,34.755825,32.009145,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",30.0,960000,67,3.0,3.0,2015,8,177150.54,657401.35,34.756692,32.008976,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",31.0,1149000,76,4.0,1.0,2015,7,177304.77,657429.54,34.758323,32.009236,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",48.0,152000,75,3.0,1.0,2015,7,177467.39,657294.03,34.76005,32.00802,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",28.0,1000000,73,3.0,1.0,2015,6,177108.36,657369.25,34.756247,32.008685,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",15.0,900000,64,3.0,3.0,2015,5,176912.06,657584.2,34.75416,32.010616,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",24.0,894000,66,3.0,4.0,2015,5,176938.88,657466.88,34.754449,32.009559,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",31.0,1239000,67,3.0,1.0,2015,5,177304.77,657429.54,34.758323,32.009236,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",30.0,1029000,66,3.0,4.0,2015,4,177150.54,657401.35,34.756692,32.008976,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",40.0,980000,66,3.0,3.0,2015,3,177315.18,657364.85,34.758436,32.008653,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",40.0,1060000,66,3.0,1.0,2015,3,177315.18,657364.85,34.758436,32.008653,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",26.0,1504000,83,4.0,4.0,2015,3,177068.7,657420.43,34.755825,32.009145,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",15.0,930000,53,3.0,4.0,2015,2,176912.06,657584.2,34.75416,32.010616,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",40.0,925000,66,3.0,1.0,2014,12,177315.18,657364.85,34.758436,32.008653,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",19.0,1000000,53,3.0,4.0,2014,12,176980.27,657536.01,34.754884,32.010184,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",24.0,1085000,75,3.0,3.0,2014,12,176938.88,657466.88,34.754449,32.009559,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",8.0,960000,61,3.0,3.0,2014,11,176806.99,657559.91,34.753049,32.010393,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",25.0,1240000,73,4.0,5.0,2014,11,177077.73,657477.83,34.755918,32.009663,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",23.0,850000,54,3.0,4.0,2014,11,177054.99,657509.53,34.755676,32.009948,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",43.0,940000,69,3.0,1.0,2014,11,177476.94,657387.69,34.760147,32.008865,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",25.0,1275000,73,4.0,1.0,2014,9,177077.73,657477.83,34.755918,32.009663,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",13.0,1255000,70,3.5,1.0,2014,9,176835.17,657633.76,34.753344,32.01106,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",13.0,1175000,75,3.0,3.0,2014,8,176835.17,657633.76,34.753344,32.01106,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",40.0,840000,66,3.0,4.0,2014,8,177315.18,657364.85,34.758436,32.008653,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",26.0,1370000,83,4.0,8.0,2014,6,177068.7,657420.43,34.755825,32.009145,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",34.0,1080000,73,3.0,6.0,2014,4,177227.93,657378.96,34.757512,32.008777,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",33.0,1300000,77,4.0,5.0,2014,3,177341.96,657420.85,34.758717,32.009159,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",25.0,1258000,73,4.0,7.0,2014,3,177077.73,657477.83,34.755918,32.009663,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",19.0,1079000,53,3.0,3.0,2014,3,176980.27,657536.01,34.754884,32.010184,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",18.0,919000,60,3.0,1.0,2014,1,176900.16,657493.32,34.754038,32.009796,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",41.0,800000,69,3.0,4.0,2014,1,177476.94,657387.69,34.760147,32.008865,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",15.0,1050000,53,3.0,1.0,2014,1,176912.06,657584.2,34.75416,32.010616,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",34.0,1020000,73,3.0,1.0,2013,12,177227.93,657378.96,34.757512,32.008777,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",28.0,764000,67,3.0,3.0,2013,12,177108.36,657369.25,34.756247,32.008685,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",13.0,980000,63,3.0,1.0,2013,11,176835.17,657633.76,34.753344,32.01106,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",40.0,960000,66,3.0,3.0,2013,11,177315.18,657364.85,34.758436,32.008653,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",31.0,1310000,77,3.5,7.0,2013,11,177304.77,657429.54,34.758323,32.009236,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",43.0,945000,69,3.0,3.0,2013,10,177476.94,657387.69,34.760147,32.008865,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",32.0,610000,66,3.0,1.0,2013,10,177187.5,657358.83,34.757085,32.008594,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",26.0,1385000,83,4.0,11.0,2013,10,177068.7,657420.43,34.755825,32.009145,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",43.0,879000,65,3.0,1.0,2013,8,177476.94,657387.69,34.760147,32.008865,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",43.0,1055000,79,3.0,4.0,2013,8,177476.94,657387.69,34.760147,32.008865,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",18.0,855000,60,3.0,4.0,2013,7,176900.16,657493.32,34.754038,32.009796,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",29.0,1305000,82,4.0,5.0,2013,7,177168.84,657461.04,34.756883,32.009515,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",19.0,1040000,55,3.0,3.0,2013,7,176980.27,657536.01,34.754884,32.010184,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",34.0,1030000,73,3.0,1.0,2013,7,177227.93,657378.96,34.757512,32.008777,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",33.0,1120000,67,3.0,5.0,2013,6,177341.96,657420.85,34.758717,32.009159,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",19.0,895000,53,3.0,1.0,2013,4,176980.27,657536.01,34.754884,32.010184,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",26.0,617000,91,4.0,3.0,2013,3,177068.7,657420.43,34.755825,32.009145,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",48.0,840000,67,3.0,3.0,2013,1,177467.39,657294.03,34.76005,32.00802,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",31.0,900000,67,3.0,6.0,2013,1,177304.77,657429.54,34.758323,32.009236,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",24.0,1020000,75,3.0,3.0,2013,1,176938.88,657466.88,34.754449,32.009559,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",17.0,1170000,73,4.0,3.0,2012,12,176934.8,657553.94,34.754402,32.010344,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",30.0,845000,66,3.0,1.0,2012,12,177150.54,657401.35,34.756692,32.008976,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",41.0,800000,69,3.0,1.0,2012,12,177476.94,657387.69,34.760147,32.008865,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",18.0,750000,61,3.0,4.0,2012,10,176900.16,657493.32,34.754038,32.009796,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",26.0,1295000,91,4.0,9.0,2012,9,177068.7,657420.43,34.755825,32.009145,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",31.0,1000000,66,3.0,3.0,2012,8,177304.77,657429.54,34.758323,32.009236,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",41.0,935000,69,3.0,3.0,2012,8,177476.94,657387.69,34.760147,32.008865,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",18.0,925000,60,3.0,1.0,2012,8,176900.16,657493.32,34.754038,32.009796,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",41.0,800000,69,3.0,3.0,2012,7,177476.94,657387.69,34.760147,32.008865,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",18.0,890000,70,3.0,1.0,2012,7,176900.16,657493.32,34.754038,32.009796,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",6.0,788000,89,3.0,1.0,2012,7,176728.59,657611.69,34.752217,32.010857,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",50.0,925000,74,3.0,1.0,2012,6,177520.72,657303.23,34.760614,32.008105,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",30.0,835000,67,3.0,4.0,2012,6,177150.54,657401.35,34.756692,32.008976,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",26.0,1425000,104,5.0,3.0,2012,6,177068.7,657420.43,34.755825,32.009145,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",32.0,740000,66,3.5,4.0,2012,5,177187.5,657358.83,34.757085,32.008594,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",13.0,1080000,70,3.5,7.0,2012,5,176835.17,657633.76,34.753344,32.01106,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",19.0,890000,71,3.0,1.0,2012,4,176980.27,657536.01,34.754884,32.010184,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",43.0,737000,69,3.0,3.0,2012,3,177476.94,657387.69,34.760147,32.008865,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",34.0,1030000,73,3.0,5.0,2012,2,177227.93,657378.96,34.757512,32.008777,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",26.0,1200000,83,4.0,7.0,2012,2,177068.7,657420.43,34.755825,32.009145,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",43.0,665000,69,3.0,3.0,2012,1,177476.94,657387.69,34.760147,32.008865,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",13.0,800000,70,3.5,3.0,2011,12,176835.17,657633.76,34.753344,32.01106,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",13.0,1080000,63,3.0,7.0,2011,12,176835.17,657633.76,34.753344,32.01106,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",33.0,1125000,78,3.5,1.0,2011,12,177341.96,657420.85,34.758717,32.009159,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",8.0,800000,60,3.0,4.0,2011,11,176806.99,657559.91,34.753049,32.010393,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",18.0,860000,60,3.0,3.0,2011,10,176900.16,657493.32,34.754038,32.009796,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",34.0,900000,73,3.0,4.0,2011,9,177227.93,657378.96,34.757512,32.008777,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",13.0,1030000,63,3.0,3.0,2011,8,176835.17,657633.76,34.753344,32.01106,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",28.0,770000,66,3.0,3.0,2011,7,177108.36,657369.25,34.756247,32.008685,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",18.0,660000,60,3.0,4.0,2011,7,176900.16,657493.32,34.754038,32.009796,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",40.0,560000,65,2.5,4.0,2011,5,177315.18,657364.85,34.758436,32.008653,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",17.0,1190000,73,4.0,3.0,2011,5,176934.8,657553.94,34.754402,32.010344,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",40.0,750000,67,3.0,1.0,2011,5,177315.18,657364.85,34.758436,32.008653,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",28.0,800000,66,3.0,1.0,2011,4,177108.36,657369.25,34.756247,32.008685,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",17.0,975000,100,4.0,1.0,2011,4,176934.8,657553.94,34.754402,32.010344,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",13.0,1050000,63,3.0,5.0,2011,4,176835.17,657633.76,34.753344,32.01106,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",26.0,1350000,83,4.0,6.0,2011,4,177068.7,657420.43,34.755825,32.009145,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",26.0,1210000,83,4.0,3.0,2011,3,177068.7,657420.43,34.755825,32.009145,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",40.0,750000,67,3.0,1.0,2011,3,177315.18,657364.85,34.758436,32.008653,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",40.0,812000,66,3.0,1.0,2011,3,177315.18,657364.85,34.758436,32.008653,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",13.0,1070000,70,3.5,1.0,2011,2,176835.17,657633.76,34.753344,32.01106,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",13.0,1100000,70,3.5,1.0,2011,2,176835.17,657633.76,34.753344,32.01106,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",24.0,880000,60,3.0,3.0,2011,2,176938.88,657466.88,34.754449,32.009559,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",13.0,1040000,63,3.0,8.0,2011,1,176835.17,657633.76,34.753344,32.01106,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",15.0,850000,70,3.0,1.0,2010,12,176912.06,657584.2,34.75416,32.010616,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",18.0,735000,60,3.0,3.0,2010,11,176900.16,657493.32,34.754038,32.009796,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",46.0,342000,75,3.0,3.0,2010,11,177431.47,657336.42,34.759668,32.008401,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",41.0,812000,69,3.5,3.0,2010,11,177476.94,657387.69,34.760147,32.008865,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",13.0,1000000,70,3.5,1.0,2010,10,176835.17,657633.76,34.753344,32.01106,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",18.0,755000,60,3.0,1.0,2010,9,176900.16,657493.32,34.754038,32.009796,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",26.0,1098000,104,5.0,4.0,2010,7,177068.7,657420.43,34.755825,32.009145,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",19.0,850000,54,3.0,1.0,2010,7,176980.27,657536.01,34.754884,32.010184,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",12.0,742000,60,3.0,1.0,2010,7,176845.05,657533.69,34.753453,32.010158,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",26.0,1325000,83,4.0,9.0,2010,6,177068.7,657420.43,34.755825,32.009145,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",40.0,266000,75,3.0,4.0,2010,4,177315.18,657364.85,34.758436,32.008653,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",46.0,585000,67,3.0,4.0,2010,3,177431.47,657336.42,34.759668,32.008401,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",34.0,919000,73,3.0,7.0,2010,3,177227.93,657378.96,34.757512,32.008777,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",18.0,685000,61,3.0,4.0,2010,3,176900.16,657493.32,34.754038,32.009796,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",28.0,546000,75,3.0,4.0,2010,1,177108.36,657369.25,34.756247,32.008685,-0.115,605.6
בת ים,רמת הנשיא,"כ""ט בנובמבר",25.0,875000,73,4.0,5.0,2010,1,177077.73,657477.83,34.755918,32.009663,-0.115,605.6
